Player,Team,League,Pivot_Master,Maestro,Box_to_Box,Age,Nationality,Height,Foot,Market Value,Contract Until,Position,Annual Salary,Release Clause,Diez,Space_Invader,Key_Passer,Creative_Winger,Falso_Nueve,Aerial_Dominator,Lethal_Striker,Valverde_Score
Duckens Nazon,Kayserispor,Süper_Lig,,,,31.0,"Haiti, France","1,81m",right,€1.200.000,"Jun 30, 2026",Centre-Forward,€750.000.00,€0,,,,,85.7,34.8,44.3,54.9
Alexander Sørloth,Atletico_Madrid,La_Liga,,,,29.0,Norway,"1,95m",left,€25.000.000,"Jun 30, 2028",Centre-Forward,,,,,,,85.1,73.7,90.3,83.0
Neal Maupay,Marseille,Ligue_1,,,,28.0,"France, Argentina","1,71m",right,€10.000.000,"Jun 30, 2025",Centre-Forward,€3.000.000.00,€0,,,,,84.7,58.7,59.1,67.5
Darwin Núñez,Liverpool,EPL,,,,25.0,Uruguay,"1,87m",right,€50.000.000,"Jun 30, 2028",Centre-Forward,€8.633.865.00,€0,,,,,84.5,53.1,50.3,62.6
Amine El Ouazzani,Braga,Primeira_Liga,,,,23.0,"Morocco, France","1,88m",left,€3.500.000,"Jun 30, 2029",Centre-Forward,€480.000.00,€0,,,,,84.5,57.8,57.1,66.5
Elías Már Ómarsson,NAC_Breda,Eredivisie,,,,30.0,Iceland,"1,80m",right,€0,"Jun 30, 2025",Centre-Forward,€300.000.00,€0,,,,,84.3,59.2,63.7,69.1
Viktor Gyökeres,Sporting_CP,Primeira_Liga,,,,26.0,"Sweden, Hungary","1,89m",right,€75.000.000,"Jun 30, 2028",Centre-Forward,€2.400.000.00,€100.000.000,,,,,84.3,99.0,94.9,92.7
Rafael Navarro,Colorado_Rapids,MLS,,,,25.0,Brazil,"1,83m",right,€5.000.000,"Dec 31, 2027",Centre-Forward,€1.228.684.00,€0,,,,,84.2,59.9,57.1,67.1
Kylian Mbappé,Real_Madrid,La_Liga,,,,26.0,"France, Cameroon","1,78m",right,€170.000.000,"Jun 30, 2029",Centre-Forward,€31.250.000.00,€0,,,,,84.0,98.3,99.0,93.8
M'Bala Nzola,Lens,Ligue_1,,,,28.0,"Angola, France","1,85m",left,€8.000.000,"Jun 30, 2025",Centre-Forward,€2.730.000.00,€0,,,,,83.4,73.7,70.0,75.7
Cassiano,Casa_Pia,Primeira_Liga,,,,35.0,Brazil,"1,84m",right,€0,"Jun 30, 2026",Centre-Forward,€450.000.00,€0,,,,,83.3,55.1,54.9,64.4
Jeremy Bokila,Willem_II,Eredivisie,,,,36.0,"DR Congo, Netherlands","1,88m",left,€0,"Jun 30, 2025",Centre-Forward,€150.000.00,€0,,,,,83.2,47.6,44.1,58.3
Gerard Moreno,Villareal,La_Liga,,,,33.0,Spain,"1,80m",left,€5.000.000,"Jun 30, 2027",Centre-Forward,,,,,,,83.0,60.7,55.7,66.5
Sergio Camello,Rayo_Vallecano,La_Liga,,,,24.0,Spain,"1,82m",right,€3.500.000,"Jun 30, 2027",Centre-Forward,€650.000.00,€0,,,,,82.9,53.4,55.2,63.8
Erling Haaland,Manchester_City,EPL,,,,24.0,Norway,"1,95m",left,€200.000.000,"Jun 30, 2034",Centre-Forward,,,,,,,82.8,79.2,92.0,84.7
Vitinha,Genoa,Serie_A,,,,25.0,Portugal,"1,78m",right,€10.000.000,"Jun 30, 2028",Centre-Forward,€3.330.000.00,€0,,,,,82.7,57.4,41.5,60.5
Edin Džeko,Fenerbahçe,Süper_Lig,,,,,,,,,,,,,,,,,82.6,35.3,49.4,55.8
Simon Banza,Trabzonspor,Süper_Lig,,,,28.0,"DR Congo, France","1,89m",right,€15.000.000,"Jun 30, 2025",Centre-Forward,€830.000.00,€0,,,,,82.6,39.8,49.6,57.3
Joshua Zirkzee,Manchester_United,EPL,,,,23.0,"Netherlands, Nigeria","1,93m",right,€35.000.000,"Jun 30, 2029",Centre-Forward,,,,,,,82.5,51.1,47.7,60.4
Mika Biereth,Monaco,Ligue_1,,,,22.0,"Denmark, England","1,87m",right,€25.000.000,"Jun 30, 2029",Centre-Forward,€1.150.000.00,€0,,,,,82.4,74.6,82.9,80.0
Pablo Durán,Celta_Vigo,La_Liga,,,,23.0,Spain,"1,76m",right,€3.500.000,"Jun 30, 2027",Centre-Forward,€140.000.00,€0,,,,,82.1,55.7,54.8,64.2
Rasmus Højlund,Manchester_United,EPL,,,,22.0,Denmark,"1,91m",left,€45.000.000,"Jun 30, 2028",Centre-Forward,,,,,,,81.7,51.4,49.7,60.9
Gorka Guruzeta,Athletic_Club,La_Liga,,,,28.0,Spain,"1,88m",right,€12.000.000,"Jun 30, 2028",Centre-Forward,€2.080.000.00,€0,,,,,81.4,61.8,68.8,70.7
Alassane Pléa,Monchengladbach,Bundesliga,,,,32.0,"France, Mali","1,81m",right,€6.000.000,"Jun 30, 2026",Centre-Forward,€4.720.000.00,€7.000.000,,,,,80.9,69.6,64.9,71.8
Victor Osimhen,Galatasaray,Süper_Lig,,,,26.0,Nigeria,"1,86m",right,€70.000.000,"Jun 30, 2025",Centre-Forward,€10.000.000.00,€0,,,,,80.2,38.8,52.6,57.2
Dries Mertens,Galatasaray,Süper_Lig,,,,37.0,Belgium,"1,69m",right,€1.500.000,"Jun 30, 2025",Second Striker,€4.830.000.00,€0,,,,,80.0,36.2,42.6,52.9
Ibrahima Niane,Angers,Ligue_1,,,,26.0,"Senegal, France","1,87m",right,€1.500.000,"Jun 30, 2025",Centre-Forward,€600.000.00,€0,,,,,79.5,54.6,53.6,62.6
Phillip Tietz,Augsburg,Bundesliga,,,,27.0,Germany,"1,90m",right,€5.000.000,"Jun 30, 2027",Centre-Forward,€750.000.00,€0,,,,,79.3,68.4,57.5,68.4
Wout Weghorst,Ajax,Eredivisie,,,,32.0,Netherlands,"1,97m",right,€5.000.000,"Jun 30, 2026",Centre-Forward,€2.500.000.00,€0,,,,,79.1,53.8,52.0,61.6
Artem Dovbyk,Roma,Serie_A,,,,27.0,Ukraine,"1,89m",left,€30.000.000,"Jun 30, 2029",Centre-Forward,€5.560.000.00,€0,,,,,78.5,81.4,75.0,78.3
Kikas,Estrela,Primeira_Liga,,,,26.0,Portugal,"1,77m",right,€1.000.000,"Jun 30, 2026",Centre-Forward,€90.000.00,€0,,,,,78.5,56.4,53.4,62.8
Phil Harres,Holstein_Kiel,Bundesliga,,,,23.0,Germany,"1,93m",right,€4.500.000,-,Centre-Forward,€200.000.00,€0,,,,,78.0,60.0,59.8,65.9
Marcos André,Valladolid,La_Liga,,,,28.0,"Brazil, Spain","1,85m",right,€1.200.000,"Jun 30, 2029",Centre-Forward,€1.500.000.00,€0,,,,,78.0,56.1,49.2,61.1
Loïs Openda,RB_Leipzig,Bundesliga,,,,25.0,"Belgium, Morocco","1,77m",right,€60.000.000,"Jun 30, 2028",Centre-Forward,€5.660.000.00,€80.000.000,,,,,77.9,80.1,75.8,77.9
Daniel Mosquera,Hellas_Verona,Serie_A,,,,25.0,Colombia,"1,80m",right,€1.500.000,"Jun 30, 2028",Centre-Forward,€560.000.00,€0,,,,,77.2,63.1,57.7,66.0
Walid Cheddira,Espanyol,La_Liga,,,,27.0,"Morocco, Italy","1,87m",right,€3.000.000,"Jun 30, 2025",Centre-Forward,€310.000.00,€0,,,,,77.1,45.4,45.2,55.9
Zeki Amdouni,Benfica,Primeira_Liga,,,,24.0,"Switzerland, Türkiye","1,85m",both,€15.000.000,"Jun 30, 2025",Centre-Forward,€1.850.000.00,€0,,,,,76.9,48.7,47.9,57.8
Mohamed Amoura,Wolfsburg,Bundesliga,,,,24.0,Algeria,"1,70m",right,€32.000.000,"Jun 30, 2025",Centre-Forward,€470.000.00,€0,,,,,76.6,80.4,62.3,73.1
Braian Samudio,Antalyaspor,Süper_Lig,,,,29.0,Paraguay,"1,81m",right,€1.200.000,"Jun 30, 2026",Centre-Forward,€840.000.00,€0,,,,,76.1,34.5,41.9,50.8
André Ayew,Le_Havre,Ligue_1,,,,35.0,"Ghana, France","1,75m",left,€0,"Jun 30, 2025",Centre-Forward,€1.820.000.00,€0,,,,,76.0,55.7,58.8,63.5
Frank Magri,Toulouse,Ligue_1,,,,25.0,"Cameroon, France","1,78m",right,€2.500.000,"Jun 30, 2026",Centre-Forward,€500.000.00,€0,,,,,75.9,59.6,60.7,65.4
Karlan Grant,West_Bromwich_Albion,Championship,,,,27.0,"England, Scotland","1,83m",right,€3.800.000,"Jun 30, 2026",Centre-Forward,€1.233.409.00,€0,,,,,75.9,57.2,47.9,60.3
Ademola Lookman,Atalanta,Serie_A,,,,27.0,"Nigeria, England","1,74m",right,€60.000.000,"Jun 30, 2027",Second Striker,€2.310.000.00,€0,,,,,75.9,99.0,74.9,83.3
Victor Boniface,Bayer_Leverkusen,Bundesliga,,,,24.0,Nigeria,"1,90m",right,€45.000.000,"Jun 30, 2028",Centre-Forward,,,,,,,75.5,65.4,63.5,68.1
Sam Greenwood,Preston_North_End,Championship,,,,23.0,England,"1,80m",right,€4.500.000,"May 31, 2025",Centre-Forward,€1.850.114.00,€0,,,,,75.2,49.3,43.7,56.1
Armindo Sieb,Mainz_05,Bundesliga,,,,22.0,"Germany, Mozambique","1,75m",both,€4.000.000,"Jun 30, 2026",Second Striker,€470.000.00,€0,,,,,75.1,49.3,44.1,56.2
Eddie Nketiah,Crystal_Palace,EPL,,,,25.0,"England, Ghana","1,75m",right,€22.000.000,"Jun 30, 2029",Centre-Forward,,,,,,,74.9,47.1,44.1,55.4
Florian Thauvin,Udinese,Serie_A,,,,32.0,France,"1,81m",left,€5.000.000,"Jun 30, 2025",Second Striker,€2.310.000.00,€0,,,,,74.4,75.4,61.1,70.3
Matthis Abline,Nantes,Ligue_1,,,,22.0,France,"1,82m",right,€12.000.000,"Jun 30, 2028",Centre-Forward,€910.000.00,€0,,,,,74.3,80.1,73.3,75.9
Eldor Shomurodov,Roma,Serie_A,,,,29.0,Uzbekistan,"1,90m",right,€4.000.000,"Jun 30, 2026",Centre-Forward,€1.920.000.00,€0,,,,,74.2,51.9,49.0,58.4
Florian Sotoca,Lens,Ligue_1,,,,34.0,France,"1,87m",right,€2.500.000,"Jun 30, 2026",Centre-Forward,€600.000.00,€0,,,,,74.2,86.0,61.9,74.0
Alejandro Marqués,Estoril,Primeira_Liga,,,,24.0,"Venezuela, Spain","1,89m",right,€1.500.000,"Jun 30, 2026",Centre-Forward,€270.000.00,€0,,,,,74.1,55.2,49.3,59.5
Semih Kılıçsoy,Beşiktaş,Süper_Lig,,,,,,,,,,,,,,,,,74.1,33.1,39.3,48.8
Stéphane Bahoken,Kayserispor,Süper_Lig,,,,32.0,"Cameroon, France","1,85m",right,€0,"Jun 30, 2025",Centre-Forward,€840.000.00,€0,,,,,74.1,35.3,42.3,50.6
Gabriel Jesus,Arsenal,EPL,,,,28.0,Brazil,"1,75m",right,€40.000.000,"Jun 30, 2027",Centre-Forward,€16.342.673.00,€0,,,,,74.0,46.5,42.4,54.3
Christopher Nkunku,Chelsea,EPL,,,,27.0,"France, DR Congo","1,77m",right,€45.000.000,"Jun 30, 2029",Centre-Forward,€12.025.741.00,€0,,,,,73.9,50.4,46.2,56.8
Antoine Griezmann,Atletico_Madrid,La_Liga,,,,34.0,France,"1,76m",left,€22.000.000,"Jun 30, 2026",Centre-Forward,€12.500.000.00,€25.000.000,,,,,73.8,78.3,67.3,73.1
Hugo Ekitike,Eintracht_Frankfurt,Bundesliga,,,,,,,,,,,,,,,,,73.4,94.5,96.3,88.1
Ricky van Wolfswinkel,Twente,Eredivisie,,,,36.0,Netherlands,"1,86m",right,€0,"Jun 30, 2026",Centre-Forward,€300.000.00,€0,,,,,73.3,52.1,51.0,58.8
Patrick Agyemang,Charlotte,MLS,,,,24.0,"United States, Ghana","1,93m",,€4.000.000,"Dec 31, 2025",Centre-Forward,€63.024.00,€0,,,,,73.0,52.5,54.5,60.0
Callum Lang,Portsmouth,Championship,,,,26.0,England,"1,83m",right,€2.500.000,"Jun 30, 2026",Second Striker,€308.352.00,€0,,,,,72.9,56.6,52.9,60.8
Luis Suárez,Inter_Miami,MLS,,,,38.0,Uruguay,"1,82m",right,€2.000.000,"Dec 31, 2025",Centre-Forward,€1.324.013.00,€0,,,,,72.4,58.5,65.7,65.5
Esteban Lepaul,Angers,Ligue_1,,,,,,,,,,,,,,,,,72.4,63.2,60.9,65.5
Charles-Andréas Brym,Almere_City,Eredivisie,,,,,,,,,,,,,,,,,72.4,44.9,47.9,55.1
Casper Tengstedt,Hellas_Verona,Serie_A,,,,24.0,Denmark,"1,84m",right,€7.000.000,"Jun 30, 2025",Centre-Forward,€540.000.00,€0,,,,,72.1,54.9,49.8,58.9
Zé Luís,AVS_Futebol,Primeira_Liga,,,,34.0,"Cape Verde, Portugal","1,84m",left,€0,"Jun 30, 2025",Centre-Forward,€480.000.00,€0,,,,,72.1,53.8,44.8,56.9
Iago Aspas,Celta_Vigo,La_Liga,,,,37.0,Spain,"1,76m",left,€2.500.000,"Jun 30, 2026",Centre-Forward,€2.900.000.00,€0,,,,,71.6,74.7,68.3,71.5
Jonathan Rodríguez,Portland_Timbers,MLS,,,,31.0,Uruguay,"1,78m",right,€3.000.000,"Dec 31, 2026",Centre-Forward,€1.566.748.00,€0,,,,,71.3,64.5,60.9,65.6
Rémy Labeau Lascary,Lens,Ligue_1,,,,22.0,"Guadeloupe, France","1,84m",right,€2.500.000,"Jun 30, 2028",Centre-Forward,€450.000.00,€0,,,,,71.3,54.6,48.5,58.1
Tiago Tomás,Wolfsburg,Bundesliga,,,,22.0,Portugal,"1,80m",right,€12.000.000,"Jun 30, 2027",Centre-Forward,€1.500.000.00,€0,,,,,71.2,63.5,62.4,65.7
David Min,Utrecht,Eredivisie,,,,25.0,Netherlands,"1,94m",right,€1.000.000,"Jun 30, 2028",Centre-Forward,€400.000.00,€0,,,,,70.9,50.4,47.8,56.4
Budu Zivzivadze,Heidenheim,Bundesliga,,,,31.0,Georgia,"1,89m",both,€2.500.000,"Jun 30, 2029",Centre-Forward,€1.140.000.00,€0,,,,,70.9,44.0,40.7,51.9
Halil Dervişoğlu,Gaziantep_FK,Süper_Lig,,,,25.0,"Türkiye, Netherlands","1,83m",right,€0,"Jun 30, 2025",Centre-Forward,€1.600.000.00,€0,,,,,70.8,35.5,40.0,48.8
Conrad Harder,Sporting_CP,Primeira_Liga,,,,20.0,Denmark,"1,85m",left,€24.000.000,"Jun 30, 2029",Centre-Forward,€770.000.00,€0,,,,,70.5,51.6,45.5,55.9
Benedikt Pichler,Holstein_Kiel,Bundesliga,,,,27.0,Austria,"1,88m",right,€2.000.000,"Jun 30, 2027",Centre-Forward,€650.000.00,€0,,,,,70.5,52.4,45.5,56.1
Roberto Férnandez,Espanyol,La_Liga,,,,,,,,,,,,,,,,,70.5,56.0,60.4,62.3
Taulant Seferi,BB_Bodrumspor,Süper_Lig,,,,28.0,"Albania, North Macedonia","1,84m",right,€2.500.000,"Jun 30, 2027",Centre-Forward,€330.000.00,€0,,,,,70.4,35.8,38.6,48.3
Junior Adamu,Freiburg,Bundesliga,,,,23.0,Austria,"1,83m",right,€6.000.000,-,Centre-Forward,€700.000.00,€0,,,,,70.3,55.7,51.7,59.2
Sebastiano Esposito,Empoli,Serie_A,,,,22.0,Italy,"1,83m",right,€10.000.000,"Jun 30, 2025",Second Striker,€740.000.00,€0,,,,,70.0,67.7,56.7,64.8
Max Svensson,Casa_Pia,Primeira_Liga,,,,23.0,"Spain, Sweden","1,82m",right,€0,"Jun 30, 2027",Centre-Forward,€180.000.00,€0,,,,,69.8,46.3,40.7,52.3
Richonell Margaret,RKC_Waalwijk,Eredivisie,,,,24.0,"Suriname, Netherlands","1,91m",right,€0,"Jun 30, 2026",Centre-Forward,€150.000.00,€0,,,,,69.8,64.1,53.1,62.3
Rodrigo Muniz,Fulham,EPL,,,,24.0,Brazil,"1,86m",right,€20.000.000,"Jun 30, 2026",Centre-Forward,€462.528.00,€0,,,,,69.8,51.7,52.1,57.9
João Félix,Milan,Serie_A,,,,25.0,Portugal,"1,81m",right,€25.000.000,"Jun 30, 2025",Second Striker,€4.170.000.00,€0,,,,,69.7,48.5,41.0,53.1
Tim Kleindienst,Monchengladbach,Bundesliga,,,,29.0,Germany,"1,94m",both,€17.000.000,"Jun 30, 2028",Centre-Forward,€2.450.000.00,€7.000.000,,,,,69.5,85.7,82.5,79.2
Mikael Uhre,Philadelphia_Union,MLS,,,,30.0,Denmark,"1,88m",right,€3.500.000,"Dec 31, 2025",Centre-Forward,€1.588.815.00,€0,,,,,69.3,54.2,54.8,59.4
Adolfo Gaich,Antalyaspor,Süper_Lig,,,,26.0,"Argentina, Italy","1,90m",right,€1.400.000,"Jun 30, 2025",Centre-Forward,€1.750.000.00,€0,,,,,69.2,36.4,44.1,49.9
Milan Smit,Go_Ahead_Eag,Eredivisie,,,,22.0,Netherlands,"1,90m",right,€1.000.000,"Jun 30, 2028",Centre-Forward,€120.000.00,€0,,,,,68.5,43.7,44.6,52.3
João Pedro,Brighton_and_Hove_Albion,EPL,,,,23.0,Brazil,"1,82m",right,€50.000.000,"Jun 30, 2028",Centre-Forward,€3.083.523.00,€0,,,,,68.5,71.0,58.0,65.8
David Okereke,Gaziantep_FK,Süper_Lig,,,,27.0,Nigeria,"1,81m",right,€2.200.000,"Jun 30, 2025",Centre-Forward,€1.000.000.00,€0,,,,,68.4,36.5,43.5,49.5
Michail Antonio,West_Ham_United,EPL,,,,35.0,"Jamaica, England","1,80m",right,€1.000.000,"Jun 30, 2025",Centre-Forward,€5.241.990.00,€0,,,,,68.4,47.1,40.0,51.8
Carlton Morris,Luton_Town,Championship,,,,29.0,England,"1,85m",right,€8.000.000,-,Centre-Forward,€616.705.00,€0,,,,,68.3,58.2,51.4,59.3
Kyan Vaesen,Willem_II,Eredivisie,,,,24.0,Belgium,"1,90m",right,€0,"Jun 30, 2025",Centre-Forward,€270.000.00,€0,,,,,68.3,54.9,48.4,57.2
Jizz Hornkamp,Heracles_Almelo,Eredivisie,,,,27.0,Netherlands,"1,82m",right,€0,"Jun 30, 2026",Centre-Forward,€190.000.00,€0,,,,,68.0,53.1,52.1,57.7
Abel Ruiz,Girona,La_Liga,,,,25.0,Spain,"1,82m",right,€6.000.000,"Jun 30, 2029",Centre-Forward,€1.660.000.00,€0,,,,,67.9,52.2,52.0,57.4
Michael Gregoritsch,Freiburg,Bundesliga,,,,31.0,Austria,"1,93m",left,€4.000.000,-,Centre-Forward,€1.140.000.00,€0,,,,,67.7,49.0,43.8,53.5
Harry Kane,Bayern_Munich,Bundesliga,,,,31.0,England,"1,88m",right,€90.000.000,"Jun 30, 2027",Centre-Forward,€25.000.000.00,€65.000.000,,,,,67.7,91.0,85.9,81.5
Ion Nicolaescu,Heerenveen,Eredivisie,,,,26.0,"Moldova, Romania","1,84m",right,€1.500.000,"Jun 30, 2026",Centre-Forward,€360.000.00,€0,,,,,67.5,50.8,51.5,56.6
Adam Hložek,Hoffenheim,Bundesliga,,,,,,,,,,,,,,,,,67.3,68.6,62.5,66.1
Oskar Zawada,RKC_Waalwijk,Eredivisie,,,,29.0,Poland,"1,92m",right,€0,"Jun 30, 2026",Centre-Forward,€350.000.00,€0,,,,,67.2,66.8,79.7,71.2
Romano Postema,Groningen,Eredivisie,,,,23.0,Netherlands,"1,75m",right,€0,"Jun 30, 2027",Centre-Forward,€200.000.00,€0,,,,,67.1,46.3,43.3,52.2
Arnaud Kalimuendo,Rennes,Ligue_1,,,,23.0,"France, DR Congo","1,75m",right,€20.000.000,"Jun 30, 2027",Centre-Forward,€1.500.000.00,€0,,,,,67.0,82.4,72.7,74.0
Jorge Aguirre,Gil_Vicente_FC,Primeira_Liga,,,,25.0,"Cuba, Spain","1,83m",right,€0,"Jun 30, 2027",Centre-Forward,€120.000.00,€0,,,,,67.0,48.9,45.0,53.6
Giacomo Raspadori,Napoli,Serie_A,,,,25.0,Italy,"1,72m",right,€20.000.000,"Jun 30, 2028",Second Striker,€4.630.000.00,€0,,,,,66.9,48.3,45.1,53.4
Vincent Aboubakar,Hatayspor,Süper_Lig,,,,33.0,Cameroon,"1,84m",right,€1.600.000,"Jun 30, 2025",Centre-Forward,€2.500.000.00,€0,,,,,66.5,33.9,41.2,47.2
Rômulo,Göztepe,Süper_Lig,,,,,,,,,,,€500.000.00,€0,,,,,66.5,35.6,43.1,48.4
Ayoze Pérez,Villareal,La_Liga,,,,31.0,Spain,"1,78m",right,€10.000.000,"Jun 30, 2028",Centre-Forward,,,,,,,66.4,73.0,92.3,77.2
Koki Ogawa,NEC_Nijmegen,Eredivisie,,,,27.0,Japan,"1,86m",right,€3.000.000,"Jun 30, 2027",Centre-Forward,€300.000.00,€0,,,,,66.4,56.7,62.7,61.9
Ado Onaiwu,Auxerre,Ligue_1,,,,29.0,Japan,"1,80m",right,€1.800.000,"Jun 30, 2026",Centre-Forward,€840.000.00,€0,,,,,66.4,60.7,57.4,61.5
Eliezer Mayenda,Sunderland,Championship,,,,19.0,"Spain, France","1,80m",left,€4.000.000,"Jun 30, 2028",Centre-Forward,€400.858.00,€0,,,,,66.3,52.1,53.2,57.2
Luka Kulenović,Heracles_Almelo,Eredivisie,,,,,,,,,,,,,,,,,66.0,56.9,58.5,60.5
Sandro Ramírez,Las_Palmas,La_Liga,,,,29.0,Spain,"1,74m",right,€2.500.000,"Jun 30, 2026",Centre-Forward,€1.490.000.00,€0,,,,,66.0,71.1,71.2,69.4
Thijs Dallinga,Bologna,Serie_A,,,,24.0,Netherlands,"1,90m",right,€12.000.000,"Jun 30, 2028",Centre-Forward,€2.960.000.00,€0,,,,,66.0,55.4,48.1,56.5
João Figueiredo,Başakşehir,Süper_Lig,,,,28.0,Brazil,"1,80m",right,€2.100.000,"Jun 30, 2026",Centre-Forward,€1.100.000.00,€0,,,,,65.9,37.1,42.3,48.4
Marcus Thuram,Internazionale,Serie_A,,,,27.0,"France, Guadeloupe","1,92m",right,€75.000.000,"Jun 30, 2028",Centre-Forward,€7.690.000.00,€95.000.000,,,,,65.8,88.4,80.5,78.2
Mexx Meerdink,AZ_Alkmaar,Eredivisie,,,,21.0,Netherlands,"1,82m",left,€4.000.000,"Jun 30, 2030",Centre-Forward,€400.000.00,€0,,,,,65.5,51.8,52.6,56.6
Christian Benteke,D.C_United,MLS,,,,34.0,"Belgium, DR Congo","1,90m",right,€2.500.000,"Dec 31, 2025",Centre-Forward,€3.751.369.00,€0,,,,,65.5,64.2,70.7,66.8
Diego Rubio,Austin,MLS,,,,31.0,"Chile, Germany","1,79m",right,€1.000.000,"Dec 31, 2025",Centre-Forward,,,,,,,65.4,51.1,47.3,54.6
Alessio da Cruz,Fortuna_Sittard,Eredivisie,,,,28.0,"Cape Verde, Netherlands","1,86m",right,€0,"Jun 30, 2025",Centre-Forward,€300.000.00,€0,,,,,65.3,49.1,52.3,55.6
Alejo Véliz,Espanyol,La_Liga,,,,,,,,,,,,,,,,,65.0,52.3,51.0,56.1
Randal Kolo Muani,Juventus,Serie_A,,,,26.0,"France, DR Congo","1,87m",right,€30.000.000,"Jun 30, 2025",Centre-Forward,€4.630.000.00,€0,,,,,64.8,51.2,46.2,54.1
Georginio Rutter,Brighton_and_Hove_Albion,EPL,,,,23.0,"France, Martinique","1,82m",left,€32.000.000,"Jun 30, 2028",Centre-Forward,€4.625.285.00,€0,,,,,64.8,59.2,54.3,59.4
Paulo Dybala,Roma,Serie_A,,,,31.0,"Argentina, Italy","1,77m",left,€8.000.000,"Jun 30, 2026",Second Striker,€12.960.000.00,€12.000.000,,,,,64.7,63.0,52.8,60.2
Lautaro Martínez,Internazionale,Serie_A,,,,27.0,Argentina,"1,74m",right,€95.000.000,"Jun 30, 2029",Centre-Forward,€16.670.000.00,€0,,,,,64.7,93.4,89.7,82.6
Hugo Cuypers,Chicago_Fire,MLS,,,,28.0,Belgium,"1,85m",right,€9.000.000,"Dec 31, 2026",Centre-Forward,€2.858.102.00,€0,,,,,64.6,55.9,58.2,59.6
Amine Gouiri,Marseille,Ligue_1,,,,25.0,"Algeria, France","1,81m",right,€20.000.000,"Jun 30, 2029",Centre-Forward,€4.550.000.00,€0,,,,,64.5,54.1,59.1,59.2
Clayton,Rio_Ave,Primeira_Liga,,,,26.0,Brazil,"1,84m",right,€5.000.000,"Jun 30, 2025",Centre-Forward,€770.000.00,€0,,,,,64.3,65.0,69.2,66.2
Rafa Mir,Valencia,La_Liga,,,,27.0,Spain,"1,91m",right,€0,"Jun 30, 2025",Centre-Forward,€1.900.000.00,€0,,,,,64.3,45.8,45.5,51.9
Jonas Wind,Wolfsburg,Bundesliga,,,,26.0,Denmark,"1,90m",right,€15.000.000,"Jun 30, 2026",Centre-Forward,€2.040.000.00,€0,,,,,64.2,69.4,58.8,64.1
Joël Piroe,Leeds_United,Championship,,,,25.0,"Netherlands, Suriname","1,85m",left,€16.000.000,"Jun 30, 2027",Centre-Forward,€925.057.00,€0,,,,,64.2,58.5,63.6,62.1
Irvin Cardona,Saint_Etienne,Ligue_1,,,,27.0,"France, Malta","1,85m",right,€2.000.000,"Jun 30, 2025",Centre-Forward,€560.000.00,€0,,,,,64.1,61.8,55.8,60.6
Marvin Pieringer,Heidenheim,Bundesliga,,,,25.0,Germany,"1,91m",right,€5.500.000,"Jun 30, 2027",Centre-Forward,€780.000.00,€0,,,,,64.0,68.6,62.8,65.1
Julián Álvarez,Atletico_Madrid,La_Liga,,,,,,,,,,,,,,,,,63.9,73.3,82.7,73.3
Isaac,Nacional,Primeira_Liga,,,,21.0,"Brazil, Croatia","1,85m",both,€0,"Jun 30, 2025",Centre-Forward,€240.000.00,€0,,,,,63.9,51.9,45.8,53.9
Nikola Krstović,Lecce,Serie_A,,,,25.0,"Montenegro, Serbia","1,85m",right,€14.000.000,"Jun 30, 2027",Centre-Forward,€450.000.00,€0,,,,,63.8,80.8,72.6,72.4
Keinan Davis,Udinese,Serie_A,,,,27.0,England,"1,89m",left,€4.000.000,"Jun 30, 2027",Centre-Forward,€900.000.00,€0,,,,,63.7,53.0,44.1,53.6
Patrik Schick,Bayer_Leverkusen,Bundesliga,,,,29.0,Czech Republic,"1,91m",left,€27.000.000,"Jun 30, 2027",Centre-Forward,,,,,,,63.7,68.2,76.9,69.6
Serhou Guirassy,Dortmund,Bundesliga,,,,29.0,"Guinea, France","1,87m",right,€40.000.000,"Jun 30, 2028",Centre-Forward,€9.430.000.00,€70.000.000,,,,,63.5,87.1,99.0,83.2
Ibrahim Sissoko,Saint_Etienne,Ligue_1,,,,29.0,"Mali, France","1,92m",right,€2.000.000,"Jun 30, 2026",Centre-Forward,€420.000.00,€0,,,,,63.5,51.1,48.2,54.3
Yoane Wissa,Brentford,EPL,,,,28.0,"DR Congo, France","1,76m",right,€30.000.000,"Jun 30, 2026",Centre-Forward,€1.541.762.00,€0,,,,,63.5,77.0,85.9,75.5
Sam Surridge,Nashville_SC,MLS,,,,26.0,England,"1,90m",right,€5.000.000,"Dec 31, 2026",Centre-Forward,€2.206.688.00,€0,,,,,63.3,55.5,57.7,58.8
Alexander Isak,Newcastle_United,EPL,,,,25.0,"Sweden, Eritrea","1,92m",right,€100.000.000,"Jun 30, 2028",Centre-Forward,€7.400.456.00,€0,,,,,63.3,79.4,85.2,76.0
Henrique Araújo,Arouca,Primeira_Liga,,,,23.0,Portugal,"1,82m",right,€2.000.000,"Jun 30, 2025",Centre-Forward,€1.200.000.00,€0,,,,,63.1,44.5,41.0,49.5
Omar Marmoush,Manchester_City,EPL,,,,26.0,"Egypt, Canada","1,83m",right,€75.000.000,"Jun 30, 2029",Centre-Forward,,,,,,,63.1,49.5,47.0,53.2
